Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Saint Lucia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500
Saint Vincent and the Grenadines,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500
Sao Tome and Principe,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<200 , <500,<200 ,<200 , <500
Saudi Arabia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Senegal,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<500 , 1300,<1000 ,<1000 , 1600,1100 ,<1000 , 1900,1300 ,<1000 , 2300,1500 ,<1000 , 2600,1700 ,1100 , 2900,2000 ,1200 , 3200,2200 ,1300 , 3600,2300 ,1500 , 3900,2500 ,1600 , 4100,2700 ,1700 , 4300,2800 ,1700 , 4400,2900 ,1700 , 4500,2900 ,1700 , 4600,3000 ,1800 , 4700,3200 ,2000 , 5000,3500 ,2300 , 5400,3800 ,2500 , 5800,4100 ,2800 , 6100,4400 ,3100 , 6400,4700 ,3400 , 6800,5100 ,3600 , 7100,5400 ,3900 , 7400,5800 ,4200 , 7900,6200 ,4600 , 8400,6700 ,5000 , 9000
Serbia,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<100 , <500,<500 ,<100 , <500,<500 ,<100 , <500,<500 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<1000 , 1200,<1000 ,<1000 , 1300,<1000 ,<1000 , 1400
Sierra Leone,1100 ,<500 , 2700,1300 ,<1000 , 3400,1500 ,<1000 , 3800,1700 ,<1000 , 4300,1900 ,<1000 , 4700,2000 ,<1000 , 4800,2200 ,<1000 , 5000,2300 ,1000 , 5100,2500 ,1100 , 5300,2600 ,1200 , 5300,2700 ,1200 , 5300,2800 ,1200 , 5500,2900 ,1300 , 5800,3100 ,1300 , 6100,3200 ,1400 , 6300,3300 ,1400 , 6500,3300 ,1500 , 6700,3400 ,1500 , 6800,3500 ,1600 , 7000,3700 ,1700 , 7300,3900 ,1800 , 7600,4200 ,1900 , 8000,4500 ,2100 , 8400,4800 ,2300 , 8900,5100 ,2600 , 9500,5500 ,2800 , 10 000,5900 ,3000 , 11 000,6300 ,3300 , 11 000,6700 ,3600 , 12 000
Singapore,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1200,<1000 ,<1000 , 1300,1100 ,<1000 , 1600,1300 ,<1000 , 1800,1500 ,<1000 , 2100,1700 ,1100 , 2300,1900 ,1300 , 2600,2100 ,1500 , 2900,2300 ,1600 , 3200,2500 ,1800 , 3400,2800 ,2000 , 3700,3000 ,2200 , 3900,3200 ,2400 , 4200,3400 ,2600 , 4400
Slovakia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <1000
Slovenia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Somalia,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1300,<1000 ,<500 , 1500,1000 ,<1000 , 1700,1100 ,<1000 , 2000,1300 ,<1000 , 2200,1400 ,<1000 , 2400,1500 ,<1000 , 2600,1600 ,<1000 , 2700,1600 ,<1000 , 2800,1700 ,1000 , 2800,1700 ,1000 , 2900,1700 ,1000 , 2900,1700 ,<1000 , 2900,1700 ,<1000 , 2900,1700 ,<1000 , 2900,1700 ,<1000 , 2900,1700 ,1000 , 2900,1800 ,1100 , 2900,1800 ,1100 , 2900,1800 ,1100 , 2900,1900 ,1200 , 3000,2000 ,1300 , 3100
South Africa,3400 ,1300 , 8000,6300 ,2400 , 14 000,11 000 ,4300 , 25 000,19 000 ,7300 , 40 000,30 000 ,12 000 , 62 000,45 000 ,18 000 , 91 000,64 000 ,26 000 , 130 000,87 000 ,35 000 , 170 000,110 000 ,45 000 , 210 000,140 000 ,56 000 , 260 000,160 000 ,67 000 , 300 000,190 000 ,80 000 , 350 000,220 000 ,94 000 , 390 000,250 000 ,100 000 , 440 000,270 000 ,120 000 , 490 000,300 000 ,130 000 , 540 000,330 000 ,150 000 , 600 000,370 000 ,170 000 , 660 000,410 000 ,190 000 , 730 000,460 000 ,210 000 , 810 000,510 000 ,240 000 , 890 000,560 000 ,260 000 , 970 000,620 000 ,300 000 , 1 100 000,700 000 ,340 000 , 1 200 000,770 000 ,380 000 , 1 300 000,860 000 ,430 000 , 1 400 000,950 000 ,480 000 , 1 600 000,1 000 000 ,540 000 , 1 700 000,1 100 000 ,620 000 , 1 900 000
South Sudan,1700 ,<500 , 4600,2200 ,<1000 , 5600,2700 ,<1000 , 6400,3200 ,<1000 , 7400,3800 ,1300 , 8300,4500 ,1700 , 9800,5200 ,2100 , 11 000,6000 ,2400 , 13 000,6800 ,2800 , 15 000,7500 ,3200 , 17 000,8200 ,3400 , 19 000,8800 ,3900 , 20 000,9300 ,4300 , 21 000,9800 ,4600 , 22 000,10 000 ,4800 , 23 000,11 000 ,5000 , 23 000,11 000 ,5200 , 24 000,12 000 ,5200 , 24 000,12 000 ,5500 , 25 000,13 000 ,5700 , 26 000,13 000 ,6000 , 27 000,14 000 ,6200 , 28 000,15 000 ,6500 , 29 000,16 000 ,6900 , 30 000,17 000 ,7400 , 32 000,18 000 ,8000 , 35 000,19 000 ,8700 , 38 000,21 000 ,9400 , 40 000,22 000 ,10 000 , 43 000
Spain,9200 ,3600 , 18 000,10 000 ,4200 , 20 000,11 000 ,4600 , 21 000,11 000 ,5000 , 22 000,11 000 ,5200 , 22 000,12 000 ,5400 , 22 000,12 000 ,5600 , 22 000,13 000 ,6100 , 23 000,14 000 ,6900 , 25 000,15 000 ,8000 , 27 000,17 000 ,9200 , 29 000,19 000 ,11 000 , 31 000,21 000 ,12 000 , 34 000,23 000 ,13 000 , 37 000,25 000 ,15 000 , 40 000,28 000 ,17 000 , 43 000,30 000 ,19 000 , 47 000,34 000 ,22 000 , 51 000,37 000 ,24 000 , 55 000,41 000 ,27 000 , 59 000,45 000 ,31 000 , 64 000,49 000 ,34 000 , 68 000,53 000 ,38 000 , 73 000,57 000 ,41 000 , 78 000,62 000 ,45 000 , 83 000,66 000 ,49 000 , 87 000,70 000 ,53 000 , 92 000,74 000 ,57 000 , 96 000,79 000 ,61 000 , 100 000
Sri Lanka,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1000,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1200,<1000 ,<1000 , 1200,<1000 ,<1000 , 1200,<1000 ,<1000 , 1200,<1000 ,<1000 , 1200,<1000 ,<1000 , 1300
Sudan,<200 ,<100 , <1000,<200 ,<100 , <1000,<500 ,<100 , 1200,<500 ,<100 , 1400,<500 ,<100 , 1600,<500 ,<200 , 1900,<1000 ,<200 , 2100,<1000 ,<200 , 2400,<1000 ,<200 , 2700,<1000 ,<500 , 3200,1000 ,<500 , 3400,1200 ,<500 , 3600,1400 ,<500 , 4000,1600 ,<1000 , 4500,1800 ,<1000 , 4900,2100 ,<1000 , 5400,2400 ,<1000 , 5900,2600 ,1000 , 6400,2900 ,1200 , 6900,3300 ,1400 , 7700,3700 ,1600 , 8100,4000 ,1800 , 9200,4400 ,2000 , 11 000,4800 ,2100 , 12 000,5100 ,2100 , 14 000,5500 ,2100 , 14 000,6000 ,2300 , 15 000,6500 ,2400 , 17 000,7100 ,2500 , 19 000
Suriname,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1100,<1000 ,<500 , 1300,<1000 ,<1000 , 1400,<1000 ,<1000 , 1600,1100 ,<1000 , 1700,1200 ,<1000 , 1900,1300 ,<1000 , 2100,1400 ,<1000 , 2300
Sweden,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Switzerland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Syrian Arab Republic,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200
Tajikistan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1200,<1000 ,<1000 , 1300,<1000 ,<1000 , 1500,1100 ,<1000 , 1700,1300 ,<1000 , 1900,1400 ,<1000 , 2100,1600 ,1000 , 2400,1800 ,1100 , 2600,2000 ,1300 , 2800
Thailand,<1000 ,<200 , 1200,1500 ,<500 , 2300,2400 ,<1000 , 3700,3200 ,1000 , 5100,3900 ,1500 , 6400,4600 ,2100 , 7600,5200 ,2600 , 8700,5900 ,3200 , 9800,6500 ,3800 , 11 000,7100 ,4200 , 12 000,7700 ,4600 , 13 000,8300 ,4800 , 14 000,9000 ,5100 , 15 000,9800 ,5600 , 17 000,11 000 ,6400 , 18 000,12 000 ,7400 , 20 000,14 000 ,9000 , 22 000,16 000 ,11 000 , 25 000,19 000 ,13 000 , 29 000,22 000 ,16 000 , 33 000,26 000 ,19 000 , 38 000,31 000 ,23 000 , 44 000,37 000 ,28 000 , 51 000,44 000 ,33 000 , 60 000,52 000 ,39 000 , 70 000,61 000 ,45 000 , 80 000,71 000 ,53 000 , 92 000,82 000 ,62 000 , 110 000,95 000 ,73 000 , 120 000
Timor-Leste,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Togo,2300 ,1400 , 3700,3000 ,1800 , 4800,3700 ,2200 , 5900,4500 ,2600 , 7200,5300 ,3100 , 8400,6100 ,3600 , 9700,6800 ,4000 , 11 000,7400 ,4300 , 12 000,7900 ,4600 , 13 000,8200 ,4800 , 13 000,8400 ,5000 , 13 000,8500 ,5000 , 14 000,8500 ,5000 , 14 000,8500 ,5000 , 13 000,8400 ,5000 , 13 000,8500 ,5000 , 14 000,8600 ,5100 , 14 000,8700 ,5100 , 14 000,8900 ,5200 , 14 000,9000 ,5300 , 14 000,9300 ,5400 , 15 000,9600 ,5700 , 15 000,10 000 ,5900 , 16 000,10 000 ,6100 , 17 000,11 000 ,6400 , 17 000,11 000 ,6600 , 18 000,12 000 ,7100 , 19 000,13 000 ,7600 , 21 000,14 000 ,8300 , 22 000
Trinidad and Tobago,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Tunisia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000
Turkey,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Turkmenistan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uganda,65 000 ,30 000 , 140 000,69 000 ,33 000 , 150 000,72 000 ,34 000 , 150 000,75 000 ,35 000 , 160 000,76 000 ,36 000 , 160 000,78 000 ,37 000 , 150 000,78 000 ,38 000 , 150 000,79 000 ,39 000 , 150 000,79 000 ,39 000 , 150 000,79 000 ,39 000 , 150 000,79 000 ,39 000 , 150 000,79 000 ,39 000 , 150 000,80 000 ,40 000 , 150 000,82 000 ,41 000 , 150 000,84 000 ,42 000 , 160 000,88 000 ,44 000 , 160 000,94 000 ,47 000 , 170 000,99 000 ,49 000 , 180 000,110 000 ,53 000 , 200 000,110 000 ,57 000 , 210 000,120 000 ,61 000 , 220 000,130 000 ,66 000 , 240 000,140 000 ,71 000 , 250 000,150 000 ,77 000 , 270 000,160 000 ,86 000 , 290 000,180 000 ,95 000 , 310 000,190 000 ,110 000 , 330 000,210 000 ,120 000 , 360 000,230 000 ,130 000 , 390 000
Ukraine,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Arab Emirates,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Kingdom,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Republic of Tanzania,49 000 ,27 000 , 100 000,61 000 ,33 000 , 120 000,72 000 ,39 000 , 140 000,83 000 ,45 000 , 160 000,94 000 ,51 000 , 180 000,100 000 ,56 000 , 190 000,110 000 ,60 000 , 200 000,120 000 ,62 000 , 210 000,120 000 ,64 000 , 210 000,130 000 ,66 000 , 220 000,130 000 ,67 000 , 220 000,130 000 ,67 000 , 220 000,130 000 ,69 000 , 230 000,130 000 ,70 000 , 230 000,130 000 ,71 000 , 230 000,130 000 ,71 000 , 230 000,130 000 ,73 000 , 230 000,140 000 ,77 000 , 240 000,150 000 ,84 000 , 260 000,160 000 ,91 000 , 280 000,170 000 ,97 000 , 300 000,180 000 ,110 000 , 320 000,200 000 ,110 000 , 340 000,210 000 ,120 000 , 360 000,230 000 ,130 000 , 390 000,250 000 ,140 000 , 420 000,270 000 ,160 000 , 450 000,290 000 ,170 000 , 480 000,320 000 ,190 000 , 520 000
United States,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uruguay,<500 ,<100 , <1000,<500 ,<100 , <1000,<500 ,<100 , <1000,<500 ,<200 , <1000,<500 ,<200 , 1100,<500 ,<200 , 1200,<1000 ,<500 , 1500,<1000 ,<500 , 1600,<1000 ,<500 , 1800,<1000 ,<500 , 1800,<1000 ,<500 , 1900,<1000 ,<500 , 1900,1000 ,<1000 , 2000,1100 ,<1000 , 2100,1200 ,<1000 , 2200,1300 ,<1000 , 2300,1500 ,<1000 , 2400,1600 ,<1000 , 2600,1800 ,1000 , 2800,1900 ,1100 , 3000,2100 ,1200 , 3200,2300 ,1300 , 3500,2500 ,1500 , 3800,2800 ,1700 , 4200,3000 ,1900 , 4600,3300 ,2100 , 5000,3500 ,2300 , 5400,3800 ,2500 , 5900,4100 ,2600 , 6400
Uzbekistan,<1000 ,<500 , 1000,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<500 , 1200,<1000 ,<500 , 1200,<1000 ,<1000 , 1300,<1000 ,<1000 , 1400,<1000 ,<1000 , 1400,<1000 ,<1000 , 1500,1000 ,<1000 , 1600,1100 ,<1000 , 1700,1200 ,<1000 , 1900,1300 ,<1000 , 2000,1400 ,<1000 , 2200,1600 ,1000 , 2400,1700 ,1100 , 2600,1900 ,1200 , 2900,2100 ,1400 , 3200,2400 ,1500 , 3500,2700 ,1700 , 4000,3000 ,1900 , 4400,3400 ,2200 , 4900,3700 ,2400 , 5400,4100 ,2700 , 6100,4700 ,3000 , 6800,5200 ,3400 , 7500,5800 ,3800 , 8300,6400 ,4200 , 9200,7200 ,4700 , 10 000
Venezuela (Bolivarian Republic of),... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Viet Nam,<200 ,<100 , <200,<500 ,<100 , <500,<500 ,<200 , <1000,<1000 ,<500 , 1500,1600 ,<500 , 2600,2500 ,<1000 , 4100,3500 ,1100 , 5700,4500 ,1500 , 7400,5600 ,2100 , 9300,6700 ,2900 , 12 000,7900 ,3800 , 14 000,9200 ,4700 , 16 000,11 000 ,5700 , 18 000,12 000 ,6800 , 20 000,14 000 ,8100 , 23 000,15 000 ,9400 , 26 000,17 000 ,11 000 , 28 000,19 000 ,12 000 , 31 000,22 000 ,15 000 , 35 000,25 000 ,17 000 , 40 000,28 000 ,20 000 , 45 000,32 000 ,22 000 , 49 000,36 000 ,25 000 , 54 000,40 000 ,28 000 , 59 000,44 000 ,32 000 , 64 000,48 000 ,35 000 , 69 000,53 000 ,39 000 , 74 000,57 000 ,42 000 , 78 000,62 000 ,45 000 , 83 000
Yemen,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<500 , 1300,<1000 ,<500 , 1500
